"","GENEID","Alignment.x","Rank.x","baseMean.x","Alignment.y","Rank.y","baseMean.y","logMeanExpression","RankDiff","MeanRank","num.trans"
"392","ENSMUSG00000030598","STAR",382,691.646072655764,"HISAT2",359,664.032851165815,6.93114215970842,23,370.5,NA
"393","ENSMUSG00000034330","STAR",465,299.058178957265,"HISAT2",442,278.443163414732,6.08285742945835,23,453.5,NA
"394","ENSMUSG00000034459","STAR",484,358.999933306627,"HISAT2",461,352.304785315217,6.28255142779903,23,472.5,1
"395","ENSMUSG00000040264","STAR",538,284.703602706233,"HISAT2",515,209.310874034646,5.96450189922761,23,526.5,NA
"396","ENSMUSG00000049608","STAR",648,1532.50562129193,"HISAT2",625,1483.01453499223,7.72930134218714,23,636.5,1
"397","ENSMUSG00000102442","STAR",696,240.507906751348,"HISAT2",719,228.677813822966,5.87168618553891,-23,707.5,NA
"398","ENSMUSG00000029101","STAR",726,957.885147052377,"HISAT2",703,931.395075434257,7.26093199057352,23,714.5,NA
"399","ENSMUSG00000024079","STAR",804,3070.56631273266,"HISAT2",781,2976.98187970854,8.42487113828044,23,792.5,4
"400","ENSMUSG00000045827","STAR",843,1142.03190244388,"HISAT2",820,1099.77081063075,7.43361766648916,23,831.5,NA
"401","ENSMUSG00000031642","STAR",879,808.960030456012,"HISAT2",856,793.149369755684,7.09467849466312,23,867.5,3
"402","ENSMUSG00000000555","STAR",881,366.13762264206,"HISAT2",858,354.731909844641,6.29803628899476,23,869.5,4
"403","ENSMUSG00000027002","STAR",918,422.512660293975,"HISAT2",895,408.338778211041,6.4404393137687,23,906.5,NA
"404","ENSMUSG00000031995","STAR",1071,1588.76984403618,"HISAT2",1048,1557.60104111618,7.76961954567212,23,1059.5,6
"405","ENSMUSG00000040746","STAR",1135,1577.5265994732,"HISAT2",1112,1528.46064567287,7.75865674812614,23,1123.5,NA
"406","ENSMUSG00000052040","STAR",1172,6345.43523708291,"HISAT2",1149,6276.45447059118,9.15732585738903,23,1160.5,NA
"407","ENSMUSG00000020137","STAR",1197,804.431731769063,"HISAT2",1174,794.757779452424,7.09158454984985,23,1185.5,3
"408","ENSMUSG00000016552","STAR",1210,926.091860102062,"HISAT2",1187,917.107674807727,7.23319957182029,23,1198.5,NA
"409","ENSMUSG00000062908","STAR",1255,1204.50645344376,"HISAT2",1232,1176.32058750522,7.49145959308244,23,1243.5,NA
"410","ENSMUSG00000003809","STAR",1270,1116.00298808347,"HISAT2",1247,1085.59417779107,7.41384977477867,23,1258.5,NA
"411","ENSMUSG00000057506","STAR",1280,2181.23952328207,"HISAT2",1257,2121.51596220978,8.08394493251956,23,1268.5,5
"412","ENSMUSG00000034422","STAR",1315,7888.37827504326,"HISAT2",1292,7778.66922158485,9.37396428604961,23,1303.5,NA
"413","ENSMUSG00000045962","STAR",1334,22416.9383485933,"HISAT2",1311,21998.2072251011,10.4167913618964,23,1322.5,NA
"414","ENSMUSG00000090841","STAR",1373,11689.5909782138,"HISAT2",1350,10852.5653986109,9.74776159713551,23,1361.5,15
"415","ENSMUSG00000024308","STAR",1380,10167.019113017,"HISAT2",1357,9832.80218578179,9.62135141995108,23,1368.5,NA
"416","ENSMUSG00000072731","STAR",205,48.9112075761235,"HISAT2",183,39.9278414961086,4.2322951306173,22,194,NA
"417","ENSMUSG00000000308","STAR",317,187.427992846988,"HISAT2",295,179.529118444136,5.62471239851704,22,306,NA
"418","ENSMUSG00000036306","STAR",331,86.1658937408716,"HISAT2",309,84.9938022213493,4.85719498851659,22,320,NA
"419","ENSMUSG00000048215","STAR",346,292.228157657201,"HISAT2",324,283.413947008605,6.07289505555924,22,335,NA
"420","ENSMUSG00000074794","STAR",415,689.089008906259,"HISAT2",393,681.45750409651,6.9371371344574,22,404,NA
"421","ENSMUSG00000063605","STAR",417,90.2877857148272,"HISAT2",395,89.322308603164,4.90489648479374,22,406,2
"422","ENSMUSG00000028542","STAR",464,114.964563401328,"HISAT2",486,106.781556737446,5.12607687524953,-22,475,NA
"423","ENSMUSG00000027078","STAR",468,294.253569936402,"HISAT2",446,293.024457093909,6.08851366518092,22,457,NA
"424","ENSMUSG00000086316","STAR",499,92.7944642476205,"HISAT2",477,90.398019331076,4.92720639355462,22,488,6
"425","ENSMUSG00000002980","STAR",560,282.387197291163,"HISAT2",538,276.836197478889,6.04217024696837,22,549,NA
"426","ENSMUSG00000032231","STAR",628,1168.75367255793,"HISAT2",606,1118.24017267042,7.45464689049917,22,617,NA
"427","ENSMUSG00000060131","STAR",674,510.322485669344,"HISAT2",652,494.300736147847,6.62998770009882,22,663,NA
"428","ENSMUSG00000031608","STAR",811,3378.1234946503,"HISAT2",789,3343.28904573272,8.52709758408885,22,800,NA
"429","ENSMUSG00000060600","STAR",865,1282.89248391283,"HISAT2",843,1209.73052302923,7.54314502566939,22,854,NA
"430","ENSMUSG00000044037","STAR",888,3299.49135417154,"HISAT2",866,3223.39305903911,8.49927112303317,22,877,NA
